sep=;
Hole No;Sheet No;Start Depth;End Depth;Soil/Rock Description;Soil/Rock Type;Confidence Level
DH57;1;0.00;0.20;Concrete Slab.;Concrete;High
DH57;1;0.20;4.25;Wash boring. (No recovery);No Recovery;High
DH57;1;4.25;13.50;No recovery (implied from lack of description).;No Recovery;High
DH57;2;13.50;13.96;Moderately weak to moderately strong, pinkish grey mottled black and white, moderately decomposed GRANITE. (CORESTONE);Granite;High
DH57;2;13.96;14.50;Moderately weak to moderately strong, pinkish grey mottled black and white, highly decomposed GRANITE. No recovery 13.96-14.50m.;Granite;High
DH57;2;14.50;17.70;Weak, highly decomposed GRANITE. Wash boring/no recovery 14.50m-17.70m.;Granite;High
DH57;2;17.70;17.75;Weak to moderately weak, pinkish grey spotted black and white, highly to moderately decomposed GRANITE. No recovery 17.70-17.75m.;Granite;High
DH57;2;17.75;18.10;Weak to moderately weak, pinkish grey spotted black and white, highly to moderately decomposed GRANITE.;Granite;High
DH57;2;18.10;18.20;Strong, pinkish grey spotted black and white, slightly decomposed medium to coarse grained GRANITE with widely spaced, extremely narrow, rough planar, limonite stained and clean joints, dipping 10 degrees-20 degrees, 80 degrees-85 degrees.;Granite;High
DH57;2;18.20;23.38;Strong, pinkish grey spotted black and white, slightly decomposed, medium to coarse grained GRANITE.;Granite;High
DH58;1;0.00;0.20;Concrete Slab.;Concrete;High
DH58;1;0.20;2.00;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
DH58;1;2.00;17.85;Wash boring. (No recovery);No recovery;High
DH58;2;17.85;18.35;Moderately weak, pinkish grey spotted black and white, moderately decomposed GRANITE.;Granite;High
DH58;2;18.35;23.33;Strong, pinkish grey spotted black and white, slightly decomposed medium to coarse grained GRANITE.;Granite;High
DH59;1;0.00;0.20;Concrete Slab.;Concrete;High
DH59;1;0.20;2.00;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
DH59;1;2.00;17.30;Wash boring. (No recovery);No recovery;High
DH59;2;17.30;17.70;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed GRANITE.;Granite;High
DH59;2;17.70;17.93;Strong, pinkish grey spotted black and white, highly decomposed GRANITE. Wash boring/no recovery 17.70-17.93m.;Granite;High
DH59;3;17.93;23.18;Strong, pinkish grey spotted black and white, slightly decomposed medium to coarse grained GRANITE. End of hole at 23.18m.;Granite;High
DH6;1;0.00;0.20;Concrete Slab;Concrete;High
DH6;1;0.20;2.20;Wash boring. (No recovery);No Recovery;High
DH6;1;2.20;3.50;Concrete with cobbles and gravels of moderately decomposed granite with some brown silty SAND. (FILL);Fill;High
DH6;1;3.50;25.80;Wash boring. (No recovery);No Recovery;High
DH6;3;25.80;31.09;Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow, rough planar, limonite, manganese and kaolin stained joints, dipping 10-20 degrees;Granite;High
DH60;1;0.00;0.20;Concrete Slab.;Concrete;High
DH60;1;0.20;7.50;Wash boring. (No recovery);No Recovery;High
DH60;1;7.50;8.00;Concrete with COBBLES and GRAVELS of moderately decomposed granite. (FILL);Fill;High
DH60;1;8.00;18.26;Wash boring. (No recovery);No Recovery;High
DH60;2;18.26;18.32;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed GRANITE.;Granite;High
DH60;3;18.32;23.63;Strong, pinkish grey spotted black and white, slightly decomposed medium to coarse grained GRANITE.;Granite;High
DH7;1;0.00;0.20;Concrete Slab.;Concrete;High
DH7;1;0.20;2.00;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
DH7;1;2.00;23.70;Wash boring. (No recovery);No Recovery;High
DH7;3;23.70;23.85;Moderately strong, brownish pink spotted black and white, moderately to slightly decomposed GRANITE. No recovery 23.70-23.85m.;Granite;High
DH7;3;23.85;23.95;Weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed GRANITE.;Granite;High
DH7;3;23.95;24.20;Moderately strong, brownish pink spotted black and white, moderately decomposed GRANITE.;Granite;High
DH7;3;24.20;24.32;Moderately strong, brownish pink spotted black and white, highly decomposed GRANITE. No recovery 24.20-24.32m.;Granite;High
DH7;3;24.32;30.37;Moderately strong, brownish pink spotted black and white, moderately to slightly decomposed GRANITE.;Granite;High
DH8;1;0.00;0.20;Concrete Slab;Concrete;High
DH8;1;0.20;20.80;Wash boring. (No recovery);No Recovery;High
DH8;3;20.80;26.44;Moderately strong to strong, brownish pink spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally extremely narrow, rough planar, limonite, manganese and kaolin stained joints, dipping 10 degrees-20 degrees, 40 degrees-50 degrees, 60 degrees-70 degrees.;Granite;High
DH9;1;0.00;0.20;Concrete Slab;Concrete;High
DH9;1;0.20;2.00;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
DH9;1;2.00;18.40;Wash boring. (No recovery);No recovery;High
DH9;2;18.40;19.35;Sub-rounded GRAVEL, COBBLES and BOULDERS of moderately decomposed granite and tuff with some brown, silty SAND.;Gravel;High
DH9;2;19.35;19.70;Boulder;Boulder;High
DH9;2;19.70;20.35;Sub-rounded GRAVEL, COBBLES and BOULDERS of moderately decomposed granite and tuff with some brown, silty SAND.;Gravel;High
DH9;3;20.35;27.05;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10-20 & 60-80.;Granite;High
P1;1;0.00;3.00;wash boring;Fill;High
P1;1;3.00;17.00;Rounded and subrounded COBBLES, fine to coarse GRAVEL and SAND with clay binder;Fill;High
P1;2;17.00;24.98;wash boring;Fill;High
P1;3;24.98;30.91;Moderately strong to moderately weak, weathered dark greyish black and yellow, moderately highly decomposed fine grained GRANITE with closely spaced, narrow to very narrow, fresh and sub-fresh to stained joints, dipping 15 degrees to 35 degrees.;Granite;High
P3;1;0.0;3.0;wash boring;Fill;High
P3;1;3.0;24.3;Rounded and subrounded COBBLES and fine to coarse GRAVEL and CONCRETE. No recovery assumed finer material washed out. (FILL);Fill;High
P3;3;24.3;28.74;Moderately strong, brownish grey grey, spotted yellow, moderately decomposed, medium grained GRANITE with closely to extremely closely spaced, rough, undulating, narrow to very narrow, limonite and manganese stained joints, dipping 5 degrees to 15 degrees and 15 degrees to 35 degrees;Granite;High
P3;3;28.74;30.95;Moderately strong to strong, brownish grey, spotted yellow, moderately to slightly decomposed, medium grained GRANITE with closely spaced, rough, undulating, narrow, limonite and manganese stained, dipping 5 degrees to 10 degrees;Granite;High
P4;1;0.00;2.80;wash boring;Wash Boring;High
P4;1;2.80;3.30;Rounded and subrounded COBBLES and fine to coarse GRAVEL, CONCRETE. No recovery assumed finer material washed out.;No Recovery;High
P4;1;3.30;19.17;wash boring;Wash Boring;High
P4;2;19.17;19.30;Rounded and subrounded COBBLES and fine to coarse GRAVEL. No recovery assumed finer material washed out.;No Recovery;High
P4;3;19.30;23.40;wash boring;Wash Boring;High
P4;3;23.40;23.60;Rounded and subrounded COBBLES and fine to coarse GRAVEL. No recovery assumed finer material washed out.;No Recovery;High
P4;3;23.60;26.17;Moderately weak, brownish grey, spotted black and yellow, moderately to highly decomposed, medium grained GRANITE with closely spaced, narrow to very narrow, rough undulating, limonite and manganese stained joints, dipping 15 to 35.;Granite;High
P4;3;26.17;27.05;Moderately weak, brownish grey, spotted black, moderately to highly decomposed, medium grained GRANITE with extremely closely to closely spaced, moderately narrow to narrow, rough stepped, limonite and manganese stained joints, dipping 15 to 35.;Granite;High
P4;3;27.05;28.15;Moderately strong to strong, brownish and pinkish grey, spotted black and white, moderately to slightly decomposed, medium grained GRANITE with closely to extremely narrow, limonite stained joints, dipping 5 to 15.;Granite;High
P4;3;28.15;28.92;Strong, pinkish grey, spotted black and white, slightly decomposed, medium grained GRANITE with medium spaced, extremely narrow, clean joints, dipping 5 to 10.;Granite;High
P61;1;0.0;1.6;Wash boring;Soil;High
P61;1;1.6;1.7;Concrete;Concrete;High
P61;1;1.7;2.2;Wash boring;Soil;High
P61;1;2.2;2.36;Concrete;Concrete;High
P61;1;2.36;17.57;Wash boring;Soil;High
P61;2;17.57;24.7;Strong, pinkish grey, spotted black and white, slightly decomposed, medium grained GRANITE, with closely to medium spaced, very narrow to extremely narrow, rough undulating, limonite and stained joints, dipping 5-10 degrees;Granite;High
P61;3;24.7;25.8;Strong to moderately strong, slightly to moderately decomposed zone;Granite;High
P62;1;0.00;3.00;wash boring;Wash Boring;High
P62;1;3.00;3.50;Rounded and subrounded COBBLES and fine to coarse GRAVEL and CONCRETE. No recovery assumed finer material was out.;Fill;High
P62;1;3.50;17.37;wash boring;Wash Boring;High
P62;2;17.37;24.91;Strong, pinkish grey, spotted black and white, slightly decomposed, medium grained GRANITE with closely to medium spaced, very narrow to extremely narrow, rough, undulating, clean joints, dipping 5 degrees to 10 degrees.;Granite;High
P63;1;0.00;2.00;0.00-2.00m: wash boring;Wash Boring;High
P63;1;2.00;3.50;Rounded to subrounded COBBLES and fine to coarse GRAVEL and CONCRETE. No recovery assumed, finer material washed out. (FILL);Fill;High
P63;1;3.50;17.55;3.50-17.55m: wash boring;Wash Boring;High
P63;2;17.55;20.30;Moderately strong, brownish grey, spotted yellow, moderately decomposed, medium grained GRANITE with closely to extremely closely spaced, moderately narrow to narrow, rough undulating, limonite and manganese stained joints, dipping 15 degrees to 35 degrees and occasional subvertical.;Granite;High
P63;3;20.30;25.25;Strong to moderately strong, pinkish grey, spotted black and white, slightly to moderately decomposed, medium grained GRANITE with closely to medium spaced, very narrow to extremely narrow, rough undulating, limonite stained joints, dipping 5 degrees to 10 degrees.;Granite;High
P64;1;0.00;2.00;wash boring;Fill;High
P64;1;2.00;3.00;Rounded to subrounded COBBLES and fine to coarse GRAVEL. No recovery assumed, finer material washed out. (FILL);Fill;High
P64;1;3.00;11.70;wash boring;Fill;High
P64;2;11.70;12.20;Moderately strong to moderately weak, brownish grey, spotted yellow, moderately to highly decomposed medium grained GRANITE with closely spaced, narrow to very narrow, rough undulating, limonite and stained joints, dipping 15 to 35.;Granite;High
P64;2;12.20;16.00;wash boring;No recovery;High
P64;2;16.00;17.53;Moderately strong, pinkish grey, spotted black and white, moderately decomposed medium grained GRANITE with closely spaced, narrow to very narrow, rough undulating, limonite and manganese stained joints, dipping 5 to 25.;Granite;High
P64;2;17.53;17.87;wash boring;No recovery;High
P64;2;17.87;19.20;Strong to moderately strong, pinkish grey, spotted black and white, slightly to moderately decomposed medium grained GRANITE with closely spaced to medium spaced, very narrow, rough undulating, limonite and manganese stained joints, dipping 5 to 15.;Granite;High
P64;3;19.20;22.00;Strong, pinkish grey, spotted black and white, slightly decomposed medium grained GRANITE with closely to medium spaced, extremely narrow, rough undulating, clean joints, dipping 5 to 10.;Granite;High
P64;3;22.00;23.53;moderately strong to strong, moderately to slightly decomposed zone.;Granite;High
P64;3;23.53;24.98;Strong, pinkish grey, spotted black and white, slightly decomposed medium grained GRANITE with closely to medium spaced, extremely narrow, rough undulating, clean joints, dipping 5 to 10.;Granite;High
