sep=;
Hole No;Sheet No;Start Depth;End Depth;Soil/Rock Description;Soil/Rock Type;Confidence Level
DH46;1;0.20;4.00;Wash boring. (No recovery);No Recovery;High
DH46;1;4.00;4.50;Angular cobbles and gravels of moderately decomposed granite with some brown silty SAND. (FILL);Fill;High
DH46;1;4.50;25.20;Wash boring. (No recovery);No Recovery;High
DH46;3;25.20;31.74;Moderately strong to strong, brownish pink spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally extremely narrow, rough planar, limonite, manganese and kaolin stained joints, dipping 10 degrees-20 degrees, 65 degrees-85 degrees;Granite;High
DH47;1;0.0;0.2;Concrete Slab;Concrete;High
DH47;1;0.2;2.5;Concrete with GRAVELS and COBBLES of moderately decomposed granite with some brown silty SAND and red bricks. (FILL);Fill;High
DH47;1;2.5;2.9;Wash boring;No recovery;High
DH47;1;2.9;5.0;Angular GRAVEL, COBBLES and BOULDERS of moderately decomposed granite with some brown, silty SAND. (FILL);Fill;High
DH47;1;5.0;18.72;Wash boring;No recovery;High
DH47;2;18.72;19.91;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with medium to closely spaced, narrow, rough planar, limonite and manganese stained joints, dipping 10 degrees-20 degrees & 40 degrees-50 degrees.;Granite;High
DH47;3;19.91;20.55;No recovery;No recovery;High
DH47;3;20.55;23.14;Moderately weak to moderately strong, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE;Granite;High
DH47;3;23.14;23.35;No recovery;No recovery;High
DH47;3;23.35;25.88;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced, very narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10 degrees-20 degrees, 40 degrees-60 degrees & 70 degrees-80 degrees.;Granite;High
DH47;3;25.88;28.85;Moderately strong to strong, brownish pink, moderately to slightly decomposed, medium grained GRANITE with medium spaced rough planar joints.;Granite;High
DH48;1;0.0;0.2;Concrete Slab;Concrete;High
DH48;1;0.2;25.04;Wash boring;Wash boring;High
DH48;3;25.04;25.39;Weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE;Granite;High
DH48;3;25.39;25.44;No recovery;No recovery;High
DH48;3;25.44;30.54;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese kaolin and chlorite stained joints, dipping 10 degrees-20 degrees, 30 degrees-40 degrees, 65 degrees-80 degrees;Granite;High
DH49;1;0.00;0.20;Concrete Slab;Concrete;High
DH49;1;0.20;18.60;Wash boring;No recovery;High
DH49;2;18.60;18.70;Cobbles and GRAVELS of moderately decomposed GRANITE;Granite;High
DH49;2;18.70;20.78;Wash boring;No recovery;High
DH49;3;20.78;22.58;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE;Granite;High
DH49;3;22.58;23.21;No recovery;No recovery;High
DH49;3;23.21;28.45;Strong, pinkish grey spotted black and white, slightly decomposed to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE;Granite;High
DH5;1;0.00;0.20;Concrete Slab;Fill;High
DH5;1;0.20;2.00;Brown, gravelly silty medium to coarse SAND;Fill;High
DH5;1;2.00;4.10;Angular Cobbles and Gravels of moderately decomposed granite with some brown, silty SAND and some red bricks and concrete fragments;Fill;High
DH5;1;4.10;19.00;Wash boring;No recovery;High
DH5;2;19.00;19.80;Sub-rounded Boulders, Cobbles and Gravels of moderately decomposed granite and tuff with some brown, silty SAND;Alluvium;High
DH5;3;19.80;20.10;Boulder;Boulder;High
DH5;3;20.10;23.78;Wash boring;No recovery;High
DH5;3;23.78;24.44;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE;Granite;High
DH5;3;24.44;25.49;Weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse granite;Granite;High
DH5;3;25.49;32.21;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE;Granite;High
DH50;1;0.00;0.20;Concrete Slab;Concrete;High
DH50;1;0.20;2.00;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
DH50;1;2.00;22.77;Wash boring. (No recovery);No Recovery;High
DH50;3;22.77;27.98;Strong, pinkish grey spotted black and white, slightly decomposed medium to coarse grained GRANITE with widely to medium spaced, extremely narrow, rough planar, limonite stained and clean joints, dipping 10 degrees-20 degrees, 30 degrees-40 degrees, 60 degrees-70 degrees.;Granite;High
DH51;1;0.00;0.20;Concrete Slab.;Concrete;High
DH51;1;0.20;21.28;Wash boring.;No recovery;High
DH51;3;21.28;26.30;Moderately strong to strong, pinkish grey spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely spaced and occasionally medium spaced, extremely narrow, rough planar, limonite, manganese and kaolin stained joints, dipping 10-20, 50-70 and occasionally vertical joints.;Granite;High
DH53;1;0.00;0.20;Concrete Slab;Concrete;High
DH53;1;0.20;19.60;Wash boring. (No recovery);No Recovery;High
DH53;2;19.60;24.81;Strong, pinkish grey spotted black and white, slightly decomposed medium to coarse grained GRANITE with widely spaced and occasionally medium spaced, extremely narrow, rough planar, limonite and manganese stained joints, dipping 10 degrees-20 degrees.;Granite;High
DH54;1;0.00;0.20;Concrete Slab;Concrete;High
DH54;1;0.20;19.33;Wash boring;No recovery;High
DH54;3;19.33;24.41;Strong, pinkish grey spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely spaced, extremely narrow, rough planar, limonite, manganese and kaolin stained joints, dipping 10 degrees-20 degrees, 65 degrees-80 degrees;Granite;High
DH55;1;0.00;0.20;Concrete Slab;Concrete;High
DH55;1;0.20;2.00;Brown, gravelly silty medium to coarse SAND. (FILL);Sand;High
DH55;1;2.00;16.31;Wash boring. (No recovery);No recovery;High
DH55;2;16.31;16.91;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE. (CORESTONE);Granite;High
DH55;2;16.91;19.01;Wash boring. (No recovery);No recovery;High
DH55;2;19.01;20.31;Strong, pinkish grey spotted black and white, slightly decomposed medium to coarse grained GRANITE;Granite;High
DH55;3;20.31;24.15;Strong, pinkish grey spotted black and white, slightly decomposed medium to coarse grained GRANITE with widely spaced, extremely narrow, rough planar, limonite stained and clean joints, dipping 10 degrees-20 degrees, 75 degrees-85 degrees;Granite;High
DH58;1;0.00;0.20;Concrete Slab.;Concrete;High
DH58;1;0.20;2.00;Brown, gravelly silty medium to coarse SAND. (FILL);Sand;High
DH58;1;2.00;17.85;Wash boring. (No recovery);No recovery;High
DH58;2;17.85;18.35;Strong, pinkish grey spotted black and white, slightly decomposed medium to coarse grained GRANITE with widely spaced and occasionally medium to closely spaced, extremely narrow, rough planar, limonite stained and clean joints, dipping 10-20, 40-50, 70-80.;Granite;High
DH58;2;18.35;23.33;Strong, pinkish grey spotted black and white, slightly decomposed medium to coarse grained GRANITE with widely spaced and occasionally medium to closely spaced, extremely narrow, rough planar, limonite stained and clean joints, dipping 10-20, 40-50, 70-80. (moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE);Granite;High
DH59;1;0.00;0.20;Concrete Slab.;Concrete;High
DH59;1;0.20;2.00;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
DH59;1;2.00;17.30;Wash boring. (No recovery);No recovery;High
DH59;2;17.30;17.70;moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE.;Granite;High
DH59;2;17.70;17.93;Strong, pinkish grey spotted black and white, slightly decomposed medium to coarse grained GRANITE with widely to medium spaced, extremely narrow, rough planar, limonite stained and clean joints, dipping 10 degrees-20 degrees.;Granite;High
DH59;3;17.93;23.18;wash boring. (No recovery);No recovery;High
DH6;1;0.00;0.20;Concrete Slab;Concrete;High
DH6;1;0.20;2.20;Wash boring. (No recovery);No Recovery;High
DH6;1;2.20;3.50;Concrete with cobbles and gravels of moderately decomposed granite with some brown silty SAND. (FILL);Fill;High
DH6;1;3.50;25.80;Wash boring. (No recovery);No Recovery;High
DH6;3;25.80;31.09;Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow, rough planar, limonite, manganese and kaolin stained joints, dipping 10-20 degrees;Granite;High
DH60;1;0.00;0.20;Concrete Slab;Concrete;High
DH60;1;0.20;7.50;Wash boring. (No recovery);No Recovery;High
DH60;1;7.50;8.00;Concrete with COBBLES and GRAVELS of moderately decomposed granite. (FILL);Fill;High
DH60;1;8.00;18.26;Wash boring. (No recovery);No Recovery;High
DH60;2;18.26;18.32;Strong, pinkish grey spotted black and white, slightly decomposed medium to coarse grained GRANITE with widely spaced and occasionally medium spaced, extremely narrow, rough planar, limonite stained and clean joints, dipping 10-20, 45-55.;Granite;High
DH60;3;18.32;23.63;moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE.;Granite;High
DH7;1;0.00;0.20;Concrete Slab;Concrete;High
DH7;1;0.20;2.00;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
DH7;1;2.00;23.70;Wash boring. (No recovery);No Recovery;High
DH7;3;23.70;23.85;No recovery;No Recovery;High
DH7;3;23.85;23.95;weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE.;Granite;High
DH7;3;23.95;24.20;Moderately strong, brownish pink spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE;Granite;High
DH7;3;24.20;24.32;No recovery;No Recovery;High
DH7;3;24.32;30.37;Moderately strong, brownish pink spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE;Granite;High
DH8;1;0.00;0.20;Concrete Slab;Fill;High
DH8;1;0.20;20.80;Wash boring. (No recovery);No Recovery;High
DH8;3;20.80;26.44;Moderately strong to strong, brownish pink spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally extremely narrow, rough planar, limonite, manganese and kaolin stained joints, dipping 10 degrees-20 degrees, 40 degrees-50 degrees, 60 degrees-70 degrees.;Granite;High
DH9;1;0.00;0.20;Concrete Slab;Concrete;High
DH9;1;0.20;2.00;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
DH9;1;2.00;18.40;Wash boring. (No recovery);No recovery;High
DH9;2;18.40;19.35;Sub-rounded GRAVEL, COBBLES and BOULDERS of moderately decomposed granite and tuff with some brown, silty SAND.;Gravel;High
DH9;2;19.35;19.70;Boulder;Boulder;High
DH9;2;19.70;20.35;Sub-rounded GRAVEL, COBBLES and BOULDERS of moderately decomposed granite and tuff with some brown, silty SAND.;Gravel;High
DH9;3;20.35;27.05;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10-20 & 60-80.;Granite;High
